distance,current_time,weather,season,traffic,estimate_deliver_time
8.12,472,cloudy,fall,8,6
9.51,700,sunny,summer,47,42
9.08,265,cloudy,winter,36,31
0.88,490,sunny,fall,85,6
7.82,716,windy,fall,74,55
0.52,240,cloudy,summer,97,4
7.48,950,sunny,fall,65,43
8.93,274,rainy,summer,61,51
0.32,1332,rainy,winter,64,1
9.24,97,sunny,winter,28,23
2.51,1004,cloudy,spring,18,4
4.44,944,windy,summer,85,34
6.59,554,rainy,fall,56,34
2.6,632,cloudy,winter,3,0
8.58,1339,windy,winter,15,11
4.99,191,windy,summer,12,5
4.83,1161,windy,summer,86,39
1.44,472,cloudy,winter,94,12
7.56,522,windy,fall,35,24
2.27,827,sunny,winter,89,18
8.19,59,rainy,summer,23,18
5.52,1045,sunny,spring,89,44
5.85,800,windy,spring,56,29
3.0,417,rainy,summer,32,9
7.4,114,sunny,summer,45,30
6.15,1088,windy,winter,43,25
9.87,1158,sunny,spring,5,4
0.35,781,cloudy,fall,20,0
3.62,59,windy,summer,57,18
9.56,493,rainy,summer,90,81
0.2,849,windy,spring,94,1
6.26,916,windy,spring,19,10
5.78,497,sunny,summer,75,39
5.52,1147,cloudy,fall,64,34
3.72,1215,windy,winter,46,15
7.4,522,sunny,winter,78,52
9.31,862,sunny,summer,40,33
3.7,739,rainy,winter,21,7
7.07,1434,rainy,fall,36,24
6.14,954,windy,fall,41,22
1.33,1315,cloudy,spring,43,5
8.66,673,cloudy,spring,97,79
6.04,440,rainy,spring,17,9
6.64,335,cloudy,summer,99,62
1.68,696,rainy,winter,94,15
4.48,462,windy,fall,55,22
9.68,1048,sunny,spring,5,4
8.77,246,cloudy,fall,77,63
3.21,1403,sunny,fall,80,23
0.83,34,sunny,spring,43,3
4.62,42,windy,summer,41,17
9.23,492,rainy,winter,5,4
7.98,21,rainy,spring,55,41
0.71,151,sunny,spring,6,0
7.37,1307,windy,fall,60,40
9.4,1277,windy,summer,63,54
4.87,899,windy,winter,56,24
0.86,320,windy,winter,15,1
5.88,997,sunny,summer,70,37
2.43,1405,sunny,spring,21,4
1.5,987,sunny,spring,92,12
1.17,1129,sunny,summer,96,10
2.82,1219,sunny,summer,16,4
1.23,1133,cloudy,winter,40,4
3.86,346,windy,spring,39,13
4.86,1371,rainy,spring,92,42
5.15,1401,rainy,summer,91,44
7.11,237,windy,fall,67,43
9.66,780,sunny,summer,51,46
9.65,1365,windy,summer,78,68
1.66,543,rainy,summer,8,1
9.75,341,cloudy,winter,97,90
4.07,385,sunny,fall,61,22
9.41,212,rainy,spring,82,73
1.0,1346,cloudy,spring,51,4
7.84,1023,sunny,summer,62,43
8.24,125,cloudy,winter,25,19
5.22,1236,sunny,fall,84,39
0.5,802,windy,fall,52,2
9.97,589,windy,fall,13,12
3.76,1035,sunny,summer,81,27
7.23,654,sunny,spring,11,7
7.86,944,windy,summer,74,52
4.36,691,windy,spring,42,17
3.19,1092,sunny,summer,44,13
1.02,908,windy,summer,64,6
1.72,996,cloudy,fall,86,13
5.63,1130,cloudy,fall,33,18
8.62,617,cloudy,summer,25,20
0.55,895,sunny,winter,66,3
1.44,562,rainy,fall,8,1
9.06,1416,sunny,fall,71,57
4.89,313,cloudy,summer,1,0
0.09,1375,rainy,summer,25,0
8.08,695,windy,spring,79,60
7.0,321,rainy,winter,1,0
0.6,1273,sunny,summer,15,0
0.16,127,cloudy,spring,28,0
3.79,82,rainy,fall,57,20
8.87,204,windy,winter,15,12
1.52,1237,sunny,fall,94,12
8.75,1357,rainy,winter,86,71
9.5,1436,sunny,winter,71,61
7.91,1045,sunny,spring,43,30
5.23,166,windy,fall,12,5
8.76,1126,cloudy,winter,92,80
0.75,703,cloudy,summer,70,5
3.06,303,sunny,spring,38,10
2.3,968,cloudy,fall,29,6
1.84,1127,rainy,spring,55,10
1.75,802,cloudy,spring,32,5
8.26,622,windy,summer,85,63
8.53,1084,windy,winter,67,54
5.19,801,sunny,summer,32,15
7.07,627,sunny,summer,51,32
3.14,1293,sunny,spring,50,14
8.08,794,cloudy,winter,5,3
9.72,137,windy,spring,64,56
7.67,1186,sunny,fall,15,10
8.87,633,windy,winter,76,61
9.73,1124,cloudy,winter,33,31
3.69,781,rainy,winter,84,29
1.55,798,rainy,fall,54,7
1.14,633,windy,spring,13,1
0.65,1081,sunny,summer,70,4
7.73,990,rainy,spring,6,4
5.89,1165,windy,summer,84,47
0.61,1055,cloudy,winter,78,4
0.17,138,windy,winter,76,1
1.55,128,sunny,winter,65,9
4.39,1331,rainy,summer,16,6
8.64,959,sunny,fall,86,66
8.52,796,windy,summer,9,7
4.78,1207,cloudy,spring,30,13
5.91,1400,cloudy,winter,18,10
8.23,1352,rainy,spring,67,52
4.53,750,windy,summer,19,8
0.44,1220,windy,summer,53,2
4.52,1042,rainy,summer,31,13
7.56,153,windy,spring,81,55
2.93,680,sunny,winter,18,4
7.42,770,windy,summer,28,19
6.69,168,sunny,spring,2,1
7.7,1276,rainy,spring,25,18
3.16,324,windy,fall,64,18
9.78,1185,sunny,fall,10,9
2.64,813,cloudy,fall,59,15
8.39,360,rainy,summer,17,13
9.16,390,rainy,fall,70,60
0.76,147,rainy,summer,37,2
7.16,138,windy,winter,56,36
4.13,1052,cloudy,winter,92,37
4.46,1221,rainy,spring,99,42
8.17,856,cloudy,spring,98,75
4.78,39,windy,summer,20,8
6.82,193,rainy,summer,10,6
8.23,1079,windy,summer,75,58
